Date,Close/Last,Volume,Open,High,Low
02/27/2026,$120.73,10032830,$123.475,$123.925,$118.56
02/26/2026,$125.94,12059650,$121.49,$126.00,$120.75
02/25/2026,$120.31,10218220,$117.955,$123.77,$117.6401
02/24/2026,$116.93,11262520,$117.00,$120.28,$115.70
02/23/2026,$117.28,12764140,$123.935,$124.40,$115.88
02/20/2026,$126.20,14668880,$122.26,$131.01,$120.736
02/19/2026,$123.80,12465170,$120.13,$124.65,$119.62
02/18/2026,$121.64,18689970,$113.01,$124.73,$112.49
02/17/2026,$113.54,14655620,$112.50,$116.63,$110.91
02/13/2026,$112.70,18849880,$110.21,$113.39,$107.43
02/12/2026,$110.66,36841700,$120.69,$121.00,$104.92
02/11/2026,$118.71,53300380,$138.90,$139.10,$109.60
02/10/2026,$127.24,26855360,$122.69,$128.8237,$122.69
02/09/2026,$118.40,14092810,$112.665,$120.08,$110.88
02/06/2026,$112.05,14028380,$112.05,$115.04,$109.78
02/05/2026,$111.24,17889730,$112.75,$115.72,$108.7867
02/04/2026,$114.02,20766160,$116.01,$116.40,$109.89
02/03/2026,$119.29,25738370,$131.295,$131.665,$117.50
02/02/2026,$132.20,12260550,$132.00,$136.618,$130.48
01/30/2026,$131.23,13555560,$140.47,$141.50,$130.43
01/29/2026,$143.64,12837740,$142.40,$144.14,$137.43
01/28/2026,$138.92,9766675,$138.715,$141.66,$137.68
01/27/2026,$137.50,7099316,$137.25,$138.13,$135.295
01/26/2026,$136.31,6556230,$136.73,$138.18,$135.8401
01/23/2026,$137.89,9622887,$137.20,$139.89,$134.65
01/22/2026,$137.64,9625609,$141.79,$144.19,$137.24
01/21/2026,$138.54,15901700,$145.55,$146.10,$137.69
01/20/2026,$144.50,13203630,$150.082,$151.72,$143.87
01/16/2026,$155.81,8149305,$159.90,$159.92,$155.565
01/15/2026,$157.99,4860117,$159.65,$161.29,$157.36
01/14/2026,$157.51,10857630,$165.16,$165.16,$153.78
01/13/2026,$167.44,4803117,$168.08,$170.90,$164.70
01/12/2026,$167.93,5616730,$162.531,$168.515,$160.72
01/09/2026,$164.48,5068690,$168.01,$168.91,$163.03
01/08/2026,$168.28,4436246,$167.80,$168.415,$163.6327
01/07/2026,$166.74,4063778,$167.84,$169.55,$164.57
01/06/2026,$168.45,5108052,$163.85,$168.92,$160.335
01/05/2026,$166.21,5824513,$158.84,$166.92,$158.60
01/02/2026,$157.20,6532955,$162.19,$164.30,$155.15
12/31/2025,$160.97,4217081,$163.59,$163.83,$160.75
12/30/2025,$163.74,4812448,$166.98,$167.15,$163.66
12/29/2025,$167.88,3055215,$169.75,$170.88,$167.27
12/26/2025,$170.83,2574362,$169.05,$171.07,$168.095
12/24/2025,$169.45,1832074,$168.79,$170.40,$168.1203
12/23/2025,$169.53,3487521,$168.52,$169.63,$166.91
12/22/2025,$169.67,5399725,$172.71,$172.98,$169.55
12/19/2025,$169.57,13848980,$167.04,$171.77,$167.01
12/18/2025,$166.80,7834995,$167.18,$172.96,$165.30
12/17/2025,$161.73,8759033,$166.53,$170.33,$161.569
12/16/2025,$163.14,6398020,$157.21,$163.66,$155.66
12/15/2025,$159.85,6927302,$166.69,$169.39,$159.52
12/12/2025,$164.19,6266392,$164.67,$164.67,$159.10
12/11/2025,$164.75,5191971,$167.48,$167.57,$162.38
12/10/2025,$168.42,7503449,$158.65,$168.93,$158.11
12/09/2025,$159.89,4823768,$158.60,$162.447,$158.09
12/08/2025,$158.41,4834478,$161.91,$163.77,$156.31
12/05/2025,$161.08,5440112,$161.95,$163.15,$158.94
12/04/2025,$162.31,5414975,$160.34,$163.26,$157.87
12/03/2025,$160.00,5579818,$156.00,$161.225,$155.20
12/02/2025,$156.83,8429278,$153.46,$158.7399,$152.13
12/01/2025,$149.28,11746760,$152.80,$155.56,$149.09
11/28/2025,$158.64,4200902,$160.00,$161.00,$157.85
11/26/2025,$159.34,5239075,$158.32,$160.58,$157.42
11/25/2025,$157.37,8587888,$154.58,$158.31,$151.38
11/24/2025,$155.31,9141924,$149.02,$156.35,$147.08
11/21/2025,$147.80,10260290,$144.57,$149.88,$142.43
11/20/2025,$144.56,13447270,$154.485,$154.87,$143.81
11/19/2025,$146.00,9571952,$141.70,$147.05,$140.6127
11/18/2025,$140.45,12873840,$137.50,$142.42,$136.18
11/17/2025,$139.93,12531790,$143.65,$145.30,$138.71
11/14/2025,$146.04,8384260,$142.33,$149.72,$141.00
11/13/2025,$146.34,11351210,$153.84,$155.00,$143.80
11/12/2025,$156.59,6585727,$160.11,$160.494,$156.23
11/11/2025,$158.94,5344189,$156.83,$160.04,$155.52
11/10/2025,$158.88,10493260,$157.115,$159.63,$155.75
11/07/2025,$152.41,11322790,$153.945,$154.00,$146.88
11/06/2025,$156.05,10029970,$162.425,$163.09,$155.34
11/05/2025,$162.92,9710580,$159.56,$166.685,$156.231
11/04/2025,$160.94,16121560,$163.065,$174.1339,$160.46
11/03/2025,$172.94,14631540,$175.50,$178.3752,$169.72
