Date,Close/Last,Volume,Open,High,Low
02/27/2026,$264.18,72366510,$272.81,$272.81,$262.89
02/26/2026,$272.95,32345110,$274.945,$276.11,$270.795
02/25/2026,$274.23,33714340,$271.78,$274.94,$271.05
02/24/2026,$272.14,47014620,$267.86,$274.89,$267.71
02/23/2026,$266.18,37308160,$263.49,$269.43,$263.381
02/20/2026,$264.58,42070500,$258.97,$264.75,$258.16
02/19/2026,$260.58,30845290,$262.60,$264.48,$260.05
02/18/2026,$264.35,34203340,$263.60,$266.82,$262.45
02/17/2026,$263.88,58469090,$258.05,$266.29,$255.54
02/13/2026,$255.78,56290670,$262.01,$262.23,$255.45
02/12/2026,$261.73,81077230,$275.59,$275.72,$260.18
02/11/2026,$275.50,51931280,$274.695,$280.18,$274.45
02/10/2026,$273.68,34376900,$274.885,$275.37,$272.94
02/09/2026,$274.62,44623400,$277.905,$278.20,$271.70
02/06/2026,$278.12,50453410,$277.12,$280.905,$276.925
02/05/2026,$275.91,52977440,$278.13,$279.50,$273.23
02/04/2026,$276.49,90545710,$272.285,$278.95,$272.285
02/03/2026,$269.48,64394660,$269.20,$271.875,$267.61
02/02/2026,$270.01,73913430,$260.03,$270.49,$259.205
01/30/2026,$259.48,92443410,$255.165,$261.8999,$252.18
01/29/2026,$258.28,67253010,$258.00,$259.65,$254.41
01/28/2026,$256.44,41287970,$257.65,$258.855,$254.51
01/27/2026,$258.27,49648270,$259.17,$261.95,$258.21
01/26/2026,$255.41,55969230,$251.48,$256.56,$249.80
01/23/2026,$248.04,41688980,$247.32,$249.41,$244.68
01/22/2026,$248.35,39708340,$249.20,$251.00,$248.15
01/21/2026,$247.65,54641730,$248.70,$251.56,$245.18
01/20/2026,$246.70,80267520,$252.73,$254.79,$243.42
01/16/2026,$255.53,72142770,$257.90,$258.90,$254.93
01/15/2026,$258.21,39388560,$260.65,$261.04,$257.05
01/14/2026,$259.96,40019420,$259.49,$261.82,$256.71
01/13/2026,$261.05,45730850,$258.72,$261.81,$258.39
01/12/2026,$260.25,45263770,$259.16,$261.30,$256.80
01/09/2026,$259.37,39996970,$259.075,$260.21,$256.22
01/08/2026,$259.04,50419340,$257.02,$259.29,$255.70
01/07/2026,$260.33,48309800,$263.20,$263.68,$259.81
01/06/2026,$262.36,52352090,$267.00,$267.55,$262.12
01/05/2026,$267.26,45647190,$270.64,$271.51,$266.14
01/02/2026,$271.01,37838050,$272.255,$277.84,$269.00
12/31/2025,$271.86,27293640,$273.06,$273.68,$271.75
12/30/2025,$273.08,22139620,$272.81,$274.08,$272.28
12/29/2025,$273.76,23715210,$272.69,$274.36,$272.35
12/26/2025,$273.40,21521800,$274.16,$275.37,$272.86
12/24/2025,$273.81,17910570,$272.34,$275.43,$272.195
12/23/2025,$272.36,29642000,$270.84,$272.50,$269.56
12/22/2025,$270.97,36571830,$272.86,$273.88,$270.505
12/19/2025,$273.67,144632000,$272.145,$274.60,$269.90
12/18/2025,$272.19,51630720,$273.605,$273.63,$266.95
12/17/2025,$271.84,50138740,$275.01,$276.16,$271.64
12/16/2025,$274.61,37648630,$272.82,$275.50,$271.79
12/15/2025,$274.11,50409080,$280.15,$280.15,$272.84
12/12/2025,$278.28,39532890,$277.90,$279.22,$276.82
12/11/2025,$278.03,33247990,$279.095,$279.59,$273.81
12/10/2025,$278.78,33038320,$277.75,$279.75,$276.44
12/09/2025,$277.18,32193260,$278.16,$280.03,$276.92
12/08/2025,$277.89,38211830,$278.13,$279.6693,$276.15
12/05/2025,$278.78,47265850,$280.54,$281.14,$278.05
12/04/2025,$280.70,43989060,$284.095,$284.73,$278.59
12/03/2025,$284.15,43538690,$286.20,$288.62,$283.30
12/02/2025,$286.19,53669530,$283.00,$287.40,$282.6301
12/01/2025,$283.10,46587720,$278.01,$283.42,$276.14
11/28/2025,$278.85,20135620,$277.26,$279.00,$275.9865
11/26/2025,$277.55,33431420,$276.96,$279.53,$276.63
11/25/2025,$276.97,46914220,$275.27,$280.38,$275.25
11/24/2025,$275.92,65585800,$270.90,$277.00,$270.90
11/21/2025,$271.49,59030830,$265.95,$273.33,$265.67
11/20/2025,$266.25,45823570,$270.83,$275.43,$265.92
11/19/2025,$268.56,40424490,$265.525,$272.21,$265.50
11/18/2025,$267.44,45677280,$269.99,$270.71,$265.32
11/17/2025,$267.46,45018260,$268.815,$270.49,$265.73
11/14/2025,$272.41,47431330,$271.05,$275.96,$269.60
11/13/2025,$272.95,49602790,$274.11,$276.699,$272.09
11/12/2025,$273.47,48397980,$275.00,$275.73,$271.70
11/11/2025,$275.25,46208320,$269.81,$275.91,$269.80
11/10/2025,$269.43,41312410,$268.96,$273.73,$267.455
11/07/2025,$268.47,48227370,$269.795,$272.29,$266.77
11/06/2025,$269.77,51204050,$267.89,$273.40,$267.89
11/05/2025,$270.14,43683070,$268.61,$271.70,$266.93
11/04/2025,$270.04,49274850,$268.325,$271.486,$267.615
11/03/2025,$269.05,50194580,$270.42,$270.85,$266.25
10/31/2025,$270.37,86167120,$276.99,$277.32,$269.16
10/30/2025,$271.40,69886530,$271.99,$274.14,$268.48
10/29/2025,$269.70,51086740,$269.275,$271.41,$267.11
10/28/2025,$269.00,41534760,$268.985,$269.89,$268.15
10/27/2025,$268.81,44888150,$264.88,$269.12,$264.6501
10/24/2025,$262.82,38253720,$261.19,$264.13,$259.18
10/23/2025,$259.58,32754940,$259.94,$260.62,$258.0101
10/22/2025,$258.45,45015250,$262.65,$262.85,$255.43
10/21/2025,$262.77,46695950,$261.88,$265.29,$261.83
10/20/2025,$262.24,90483030,$255.885,$264.375,$255.63
10/17/2025,$252.29,49146960,$248.02,$253.38,$247.27
10/16/2025,$247.45,39776970,$248.25,$249.04,$245.13
10/15/2025,$249.34,33893610,$249.485,$251.82,$247.47
10/14/2025,$247.77,35477990,$246.60,$248.845,$244.70
10/13/2025,$247.66,38142940,$249.38,$249.69,$245.56
10/10/2025,$245.27,61999100,$254.94,$256.38,$244.00
10/09/2025,$254.04,38322010,$257.805,$258.00,$253.14
10/08/2025,$258.06,36496900,$256.52,$258.52,$256.11
10/07/2025,$256.48,31955780,$256.805,$257.40,$255.43
10/06/2025,$256.69,44664120,$257.99,$259.07,$255.05
10/03/2025,$258.02,49155610,$254.665,$259.24,$253.95
10/02/2025,$257.13,42630240,$256.575,$258.18,$254.15
10/01/2025,$255.45,48713940,$255.04,$258.79,$254.93
09/30/2025,$254.63,37704260,$254.855,$255.919,$253.11
09/29/2025,$254.43,40127690,$254.56,$255.00,$253.01
09/26/2025,$255.46,46076260,$254.095,$257.60,$253.78
09/25/2025,$256.87,55202080,$253.205,$257.17,$251.712
09/24/2025,$252.31,42303710,$255.22,$255.74,$251.04
09/23/2025,$254.43,60275190,$255.875,$257.34,$253.58
09/22/2025,$256.08,105517400,$248.30,$256.64,$248.12
09/19/2025,$245.50,163741300,$241.225,$246.30,$240.2106
09/18/2025,$237.88,44249580,$239.97,$241.20,$236.65
09/17/2025,$238.99,46508020,$238.97,$240.10,$237.7301
09/16/2025,$238.15,63421100,$237.175,$241.22,$236.3235
09/15/2025,$236.70,42699520,$237.00,$238.19,$235.03
09/12/2025,$234.07,55824220,$229.22,$234.51,$229.02
09/11/2025,$230.03,50208580,$226.875,$230.45,$226.65
09/10/2025,$226.79,83440810,$232.185,$232.42,$225.95
09/09/2025,$234.35,66313920,$237.00,$238.7805,$233.36
09/08/2025,$237.88,48999500,$239.30,$240.15,$236.34
09/05/2025,$239.69,54870400,$239.995,$241.32,$238.4901
09/04/2025,$239.78,47549430,$238.45,$239.8999,$236.74
09/03/2025,$238.47,66427840,$237.21,$238.85,$234.36
09/02/2025,$229.72,44075640,$229.25,$230.85,$226.97
08/29/2025,$232.14,39418440,$232.51,$233.38,$231.37
08/28/2025,$232.56,38074700,$230.82,$233.41,$229.335
